,series_id,area_name,category,date,period,value,inflation_yoy
11540,CUSR0000SAGC,U.S. city average,Other goods,2015-06-01,M06,107.476,0.5604573481665875
11541,CUSR0000SAGC,U.S. city average,Other goods,2015-07-01,M07,107.527,0.6891966551488382
11542,CUSR0000SAGC,U.S. city average,Other goods,2015-08-01,M08,107.589,0.5890107424340041
11543,CUSR0000SAGC,U.S. city average,Other goods,2015-09-01,M09,107.778,0.5879717773547011
11544,CUSR0000SAGC,U.S. city average,Other goods,2015-10-01,M10,108.178,0.7835136066780324
11545,CUSR0000SAGC,U.S. city average,Other goods,2015-11-01,M11,108.185,1.1481249474087907
11546,CUSR0000SAGC,U.S. city average,Other goods,2015-12-01,M12,108.267,1.09246757612258
11547,CUSR0000SAGC,U.S. city average,Other goods,2016-01-01,M01,108.554,0.8229000260058683
11548,CUSR0000SAGC,U.S. city average,Other goods,2016-02-01,M02,108.68,0.8799613856607102
11549,CUSR0000SAGC,U.S. city average,Other goods,2016-03-01,M03,108.844,1.1448537337843456
11550,CUSR0000SAGC,U.S. city average,Other goods,2016-04-01,M04,108.777,1.3141963005048218
11551,CUSR0000SAGC,U.S. city average,Other goods,2016-05-01,M05,108.626,1.0380429727467222
11552,CUSR0000SAGC,U.S. city average,Other goods,2016-06-01,M06,108.74,1.1760765194089862
11553,CUSR0000SAGC,U.S. city average,Other goods,2016-07-01,M07,108.558,0.9588289452881593
11554,CUSR0000SAGC,U.S. city average,Other goods,2016-08-01,M08,108.813,1.1376627722164967
11555,CUSR0000SAGC,U.S. city average,Other goods,2016-09-01,M09,109.162,1.284121063667909
11556,CUSR0000SAGC,U.S. city average,Other goods,2016-10-01,M10,109.206,0.9502856403335258
11557,CUSR0000SAGC,U.S. city average,Other goods,2016-11-01,M11,109.32,1.049128807135924
11558,CUSR0000SAGC,U.S. city average,Other goods,2016-12-01,M12,109.699,1.3226560263053466
11559,CUSR0000SAGC,U.S. city average,Other goods,2017-01-01,M01,109.558,0.9248853105366939
11560,CUSR0000SAGC,U.S. city average,Other goods,2017-02-01,M02,109.613,0.8584836216415148
11561,CUSR0000SAGC,U.S. city average,Other goods,2017-03-01,M03,109.271,0.39230458270553825
11562,CUSR0000SAGC,U.S. city average,Other goods,2017-04-01,M04,111.168,2.1980749606994143
11563,CUSR0000SAGC,U.S. city average,Other goods,2017-05-01,M05,111.052,2.2333511314050147
11564,CUSR0000SAGC,U.S. city average,Other goods,2017-06-01,M06,111.343,2.393783336398747
11565,CUSR0000SAGC,U.S. city average,Other goods,2017-07-01,M07,111.461,2.6741465391772135
11566,CUSR0000SAGC,U.S. city average,Other goods,2017-08-01,M08,110.944,1.958405705200672
11567,CUSR0000SAGC,U.S. city average,Other goods,2017-09-01,M09,111.386,2.0373390007511594
11568,CUSR0000SAGC,U.S. city average,Other goods,2017-10-01,M10,112.478,2.9961723714814203
11569,CUSR0000SAGC,U.S. city average,Other goods,2017-11-01,M11,112.502,2.910720819612145
11570,CUSR0000SAGC,U.S. city average,Other goods,2017-12-01,M12,112.034,2.128551764373432
11571,CUSR0000SAGC,U.S. city average,Other goods,2018-01-01,M01,112.55,2.7309735482575315
11572,CUSR0000SAGC,U.S. city average,Other goods,2018-02-01,M02,112.434,2.5735998467335097
11573,CUSR0000SAGC,U.S. city average,Other goods,2018-03-01,M03,112.184,2.665849127398845
11574,CUSR0000SAGC,U.S. city average,Other goods,2018-04-01,M04,112.702,1.3798934945307817
11575,CUSR0000SAGC,U.S. city average,Other goods,2018-05-01,M05,112.648,1.437164571552052
11576,CUSR0000SAGC,U.S. city average,Other goods,2018-06-01,M06,112.326,0.8828574764466524
11577,CUSR0000SAGC,U.S. city average,Other goods,2018-07-01,M07,112.392,0.8352697356025951
11578,CUSR0000SAGC,U.S. city average,Other goods,2018-08-01,M08,112.182,1.1158782809345347
11579,CUSR0000SAGC,U.S. city average,Other goods,2018-09-01,M09,112.271,0.7945343220871592
11580,CUSR0000SAGC,U.S. city average,Other goods,2018-10-01,M10,112.184,-0.26138444851436793
11581,CUSR0000SAGC,U.S. city average,Other goods,2018-11-01,M11,112.364,-0.12266448596468527
11582,CUSR0000SAGC,U.S. city average,Other goods,2018-12-01,M12,111.948,-0.07676241141083562
11583,CUSR0000SAGC,U.S. city average,Other goods,2019-01-01,M01,112.542,-0.007107952021323527
11584,CUSR0000SAGC,U.S. city average,Other goods,2019-02-01,M02,112.999,0.5025170322144445
11585,CUSR0000SAGC,U.S. city average,Other goods,2019-03-01,M03,113.478,1.1534621692933067
11586,CUSR0000SAGC,U.S. city average,Other goods,2019-04-01,M04,113.805,0.9786871572820433
11587,CUSR0000SAGC,U.S. city average,Other goods,2019-05-01,M05,114.093,1.2827569064697286
11588,CUSR0000SAGC,U.S. city average,Other goods,2019-06-01,M06,113.68,1.205419938393626
11589,CUSR0000SAGC,U.S. city average,Other goods,2019-07-01,M07,114.358,1.7492348209837028
11590,CUSR0000SAGC,U.S. city average,Other goods,2019-08-01,M08,114.87,2.3961063272182725
11591,CUSR0000SAGC,U.S. city average,Other goods,2019-09-01,M09,114.805,2.2570387722564256
11592,CUSR0000SAGC,U.S. city average,Other goods,2019-10-01,M10,115.657,3.0958068886828727
11593,CUSR0000SAGC,U.S. city average,Other goods,2019-11-01,M11,116.027,3.2599409063400975
11594,CUSR0000SAGC,U.S. city average,Other goods,2019-12-01,M12,115.125,2.8379247507771543
11595,CUSR0000SAGC,U.S. city average,Other goods,2020-01-01,M01,115.91,2.992660517851098
11596,CUSR0000SAGC,U.S. city average,Other goods,2020-02-01,M02,116.511,3.107992106124824
11597,CUSR0000SAGC,U.S. city average,Other goods,2020-03-01,M03,116.967,3.0746047692063794
11598,CUSR0000SAGC,U.S. city average,Other goods,2020-04-01,M04,116.997,2.80479768024251
11599,CUSR0000SAGC,U.S. city average,Other goods,2020-05-01,M05,116.586,2.185059556677449
11600,CUSR0000SAGC,U.S. city average,Other goods,2020-06-01,M06,116.723,2.6768121041520043
11601,CUSR0000SAGC,U.S. city average,Other goods,2020-07-01,M07,116.796,2.1319015722555568
11602,CUSR0000SAGC,U.S. city average,Other goods,2020-08-01,M08,116.392,1.3249760598937899
11603,CUSR0000SAGC,U.S. city average,Other goods,2020-09-01,M09,116.499,1.4755454901789866
11604,CUSR0000SAGC,U.S. city average,Other goods,2020-10-01,M10,116.719,0.9182323594767228
11605,CUSR0000SAGC,U.S. city average,Other goods,2020-11-01,M11,117.292,1.0902634731571048
11606,CUSR0000SAGC,U.S. city average,Other goods,2020-12-01,M12,117.242,1.8388707926167314
11607,CUSR0000SAGC,U.S. city average,Other goods,2021-01-01,M01,118.508,2.2413941851436414
11608,CUSR0000SAGC,U.S. city average,Other goods,2021-02-01,M02,118.9,2.0504501720867596
11609,CUSR0000SAGC,U.S. city average,Other goods,2021-03-01,M03,119.178,1.890276744722863
11792,CUSR0000SAH,U.S. city average,Housing,2012-03-01,M03,221.579,1.7378807496992499
11793,CUSR0000SAH,U.S. city average,Housing,2012-04-01,M04,221.992,1.7443832326546893
11794,CUSR0000SAH,U.S. city average,Housing,2012-05-01,M05,222.069,1.6236425789740938
11795,CUSR0000SAH,U.S. city average,Housing,2012-06-01,M06,222.319,1.6046031223721169
11796,CUSR0000SAH,U.S. city average,Housing,2012-07-01,M07,222.508,1.4230625472910763
11797,CUSR0000SAH,U.S. city average,Housing,2012-08-01,M08,223.031,1.4690494172027613
11798,CUSR0000SAH,U.S. city average,Housing,2012-09-01,M09,223.463,1.5039608997420073
11799,CUSR0000SAH,U.S. city average,Housing,2012-10-01,M10,223.949,1.5885904548485597
11800,CUSR0000SAH,U.S. city average,Housing,2012-11-01,M11,224.504,1.7305208781747794
11801,CUSR0000SAH,U.S. city average,Housing,2012-12-01,M12,224.757,1.715648561317118
11802,CUSR0000SAH,U.S. city average,Housing,2013-01-01,M01,225.106,1.8136917899916671
11803,CUSR0000SAH,U.S. city average,Housing,2013-02-01,M02,225.58,1.9344868255166014
11804,CUSR0000SAH,U.S. city average,Housing,2013-03-01,M03,225.769,1.890973422571629
11805,CUSR0000SAH,U.S. city average,Housing,2013-04-01,M04,226.299,1.9401600057659785
11806,CUSR0000SAH,U.S. city average,Housing,2013-05-01,M05,226.949,2.197515186721266
11807,CUSR0000SAH,U.S. city average,Housing,2013-06-01,M06,227.324,2.2512695721013554
11808,CUSR0000SAH,U.S. city average,Housing,2013-07-01,M07,227.579,2.2790191813327976
11809,CUSR0000SAH,U.S. city average,Housing,2013-08-01,M08,227.911,2.1880366406463736
11810,CUSR0000SAH,U.S. city average,Housing,2013-09-01,M09,228.354,2.18872923034239
11811,CUSR0000SAH,U.S. city average,Housing,2013-10-01,M10,228.584,2.0696676475447484
11812,CUSR0000SAH,U.S. city average,Housing,2013-11-01,M11,229.119,2.0556426611552547
11813,CUSR0000SAH,U.S. city average,Housing,2013-12-01,M12,229.623,2.1650048719283443
11814,CUSR0000SAH,U.S. city average,Housing,2014-01-01,M01,230.52,2.405089157996687
11815,CUSR0000SAH,U.S. city average,Housing,2014-02-01,M02,231.084,2.439932618139906
11816,CUSR0000SAH,U.S. city average,Housing,2014-03-01,M03,232.119,2.8126093484933667
11817,CUSR0000SAH,U.S. city average,Housing,2014-04-01,M04,232.014,2.5254199090583684
11818,CUSR0000SAH,U.S. city average,Housing,2014-05-01,M05,232.785,2.571502848657614
11819,CUSR0000SAH,U.S. city average,Housing,2014-06-01,M06,233.117,2.5483450933469376
11820,CUSR0000SAH,U.S. city average,Housing,2014-07-01,M07,233.695,2.687418434917088
11821,CUSR0000SAH,U.S. city average,Housing,2014-08-01,M08,233.928,2.640065639657574
11822,CUSR0000SAH,U.S. city average,Housing,2014-09-01,M09,234.234,2.5749494206363854
11823,CUSR0000SAH,U.S. city average,Housing,2014-10-01,M10,234.656,2.6563539005354686
11824,CUSR0000SAH,U.S. city average,Housing,2014-11-01,M11,235.0,2.56678843744953
11825,CUSR0000SAH,U.S. city average,Housing,2014-12-01,M12,235.425,2.5267503690832527
11826,CUSR0000SAH,U.S. city average,Housing,2015-01-01,M01,235.735,2.2622765920527588
11827,CUSR0000SAH,U.S. city average,Housing,2015-02-01,M02,236.2,2.213913555243985
11828,CUSR0000SAH,U.S. city average,Housing,2015-03-01,M03,236.602,1.931336943550499
11829,CUSR0000SAH,U.S. city average,Housing,2015-04-01,M04,237.086,2.186074978234065
11830,CUSR0000SAH,U.S. city average,Housing,2015-05-01,M05,237.21,1.9008956762678109
11831,CUSR0000SAH,U.S. city average,Housing,2015-06-01,M06,237.804,2.0105783790971943
11832,CUSR0000SAH,U.S. city average,Housing,2015-07-01,M07,238.334,1.9850660048353674
11833,CUSR0000SAH,U.S. city average,Housing,2015-08-01,M08,238.7,2.039943914366815
11834,CUSR0000SAH,U.S. city average,Housing,2015-09-01,M09,239.236,2.1354713662405933
11835,CUSR0000SAH,U.S. city average,Housing,2015-10-01,M10,239.593,2.1039308604936524
11836,CUSR0000SAH,U.S. city average,Housing,2015-11-01,M11,240.001,2.128085106382982
11837,CUSR0000SAH,U.S. city average,Housing,2015-12-01,M12,240.224,2.0384411171285866
11838,CUSR0000SAH,U.S. city average,Housing,2016-01-01,M01,240.673,2.094725009014353
11839,CUSR0000SAH,U.S. city average,Housing,2016-02-01,M02,241.124,2.0846740050804335
11840,CUSR0000SAH,U.S. city average,Housing,2016-03-01,M03,241.587,2.1069137200868893
11841,CUSR0000SAH,U.S. city average,Housing,2016-04-01,M04,242.071,2.1026125540942964
11842,CUSR0000SAH,U.S. city average,Housing,2016-05-01,M05,242.833,2.3704734201762
11843,CUSR0000SAH,U.S. city average,Housing,2016-06-01,M06,243.515,2.4015575852382565
11844,CUSR0000SAH,U.S. city average,Housing,2016-07-01,M07,244.224,2.4713217585405234
11845,CUSR0000SAH,U.S. city average,Housing,2016-08-01,M08,244.911,2.602010892333473
11846,CUSR0000SAH,U.S. city average,Housing,2016-09-01,M09,245.755,2.7249243424902536
11847,CUSR0000SAH,U.S. city average,Housing,2016-10-01,M10,246.48,2.8744579349146315
11848,CUSR0000SAH,U.S. city average,Housing,2016-11-01,M11,246.985,2.9099878750505237
11849,CUSR0000SAH,U.S. city average,Housing,2016-12-01,M12,247.543,3.0467397096043847
11850,CUSR0000SAH,U.S. city average,Housing,2017-01-01,M01,248.17,3.1150149788301995
11851,CUSR0000SAH,U.S. city average,Housing,2017-02-01,M02,248.764,3.168494218742235
11852,CUSR0000SAH,U.S. city average,Housing,2017-03-01,M03,249.061,3.093709512515175
11853,CUSR0000SAH,U.S. city average,Housing,2017-04-01,M04,249.772,3.181298048919534
11854,CUSR0000SAH,U.S. city average,Housing,2017-05-01,M05,250.378,3.107073585550557
11855,CUSR0000SAH,U.S. city average,Housing,2017-06-01,M06,250.921,3.041291090897902
11856,CUSR0000SAH,U.S. city average,Housing,2017-07-01,M07,251.209,2.8600792714884804
11857,CUSR0000SAH,U.S. city average,Housing,2017-08-01,M08,252.105,2.9373935837916587
11858,CUSR0000SAH,U.S. city average,Housing,2017-09-01,M09,252.644,2.8031983072572375
11859,CUSR0000SAH,U.S. city average,Housing,2017-10-01,M10,253.342,2.783998701720236
11860,CUSR0000SAH,U.S. city average,Housing,2017-11-01,M11,253.863,2.7847845010830596
11861,CUSR0000SAH,U.S. city average,Housing,2017-12-01,M12,254.554,2.8322352076204815
11862,CUSR0000SAH,U.S. city average,Housing,2018-01-01,M01,255.054,2.7739049844864416
11863,CUSR0000SAH,U.S. city average,Housing,2018-02-01,M02,255.739,2.8038622951874093
11864,CUSR0000SAH,U.S. city average,Housing,2018-03-01,M03,256.426,2.9571068934919564
11865,CUSR0000SAH,U.S. city average,Housing,2018-04-01,M04,257.183,2.9671060006726035
11866,CUSR0000SAH,U.S. city average,Housing,2018-05-01,M05,257.86,2.9882817180423293
11867,CUSR0000SAH,U.S. city average,Housing,2018-06-01,M06,258.05,2.841133265051554
11868,CUSR0000SAH,U.S. city average,Housing,2018-07-01,M07,258.628,2.953317755335183
11869,CUSR0000SAH,U.S. city average,Housing,2018-08-01,M08,259.426,2.9039487515122753
11870,CUSR0000SAH,U.S. city average,Housing,2018-09-01,M09,259.657,2.77584268773452
11871,CUSR0000SAH,U.S. city average,Housing,2018-10-01,M10,260.483,2.818719359600852
11872,CUSR0000SAH,U.S. city average,Housing,2018-11-01,M11,261.152,2.871233696915265
11873,CUSR0000SAH,U.S. city average,Housing,2018-12-01,M12,262.088,2.9596863533867257
11874,CUSR0000SAH,U.S. city average,Housing,2019-01-01,M01,262.43,2.8919366095023102
11875,CUSR0000SAH,U.S. city average,Housing,2019-02-01,M02,263.049,2.8583829607529365
11876,CUSR0000SAH,U.S. city average,Housing,2019-03-01,M03,263.902,2.9154609906951734
11877,CUSR0000SAH,U.S. city average,Housing,2019-04-01,M04,264.649,2.9029912552540393
11878,CUSR0000SAH,U.S. city average,Housing,2019-05-01,M05,265.118,2.8147056542309645
11879,CUSR0000SAH,U.S. city average,Housing,2019-06-01,M06,265.859,3.026157721371825
11880,CUSR0000SAH,U.S. city average,Housing,2019-07-01,M07,266.47,3.0321542911053934
11881,CUSR0000SAH,U.S. city average,Housing,2019-08-01,M08,266.828,2.853222113435039
11882,CUSR0000SAH,U.S. city average,Housing,2019-09-01,M09,267.564,3.045171129605606
11883,CUSR0000SAH,U.S. city average,Housing,2019-10-01,M10,268.007,2.8884802463116532
11884,CUSR0000SAH,U.S. city average,Housing,2019-11-01,M11,268.578,2.8435547114324278
11885,CUSR0000SAH,U.S. city average,Housing,2019-12-01,M12,268.913,2.6040871768260976
11886,CUSR0000SAH,U.S. city average,Housing,2020-01-01,M01,269.597,2.7310139846816295
11887,CUSR0000SAH,U.S. city average,Housing,2020-02-01,M02,270.248,2.736752468171333
11888,CUSR0000SAH,U.S. city average,Housing,2020-03-01,M03,270.269,2.412638024721314
11889,CUSR0000SAH,U.S. city average,Housing,2020-04-01,M04,270.371,2.162109057657502
11890,CUSR0000SAH,U.S. city average,Housing,2020-05-01,M05,270.849,2.1616789505050527
11891,CUSR0000SAH,U.S. city average,Housing,2020-06-01,M06,271.305,2.0484542558273366
11892,CUSR0000SAH,U.S. city average,Housing,2020-07-01,M07,271.863,2.0238676023567326
11893,CUSR0000SAH,U.S. city average,Housing,2020-08-01,M08,272.473,2.115595064985709
11894,CUSR0000SAH,U.S. city average,Housing,2020-09-01,M09,272.893,1.9916730202867106
11895,CUSR0000SAH,U.S. city average,Housing,2020-10-01,M10,273.207,1.940247829347741
11896,CUSR0000SAH,U.S. city average,Housing,2020-11-01,M11,273.898,1.9808025973832688
11897,CUSR0000SAH,U.S. city average,Housing,2020-12-01,M12,274.328,2.0136624112631063
11898,CUSR0000SAH,U.S. city average,Housing,2021-01-01,M01,274.422,1.78970834245189
11899,CUSR0000SAH,U.S. city average,Housing,2021-02-01,M02,275.087,1.7905775435895999
11900,CUSR0000SAH,U.S. city average,Housing,2021-03-01,M03,276.031,2.1319500201650854
12083,CUSR0000SAH1,U.S. city average,Shelter,2012-03-01,M03,255.474,2.1250569639987615
12084,CUSR0000SAH1,U.S. city average,Shelter,2012-04-01,M04,256.056,2.2538855965368976
12085,CUSR0000SAH1,U.S. city average,Shelter,2012-05-01,M05,256.451,2.3103008058725116
12086,CUSR0000SAH1,U.S. city average,Shelter,2012-06-01,M06,256.813,2.2434289627276227
12087,CUSR0000SAH1,U.S. city average,Shelter,2012-07-01,M07,257.153,2.112105593367075
12088,CUSR0000SAH1,U.S. city average,Shelter,2012-08-01,M08,257.647,2.107565915927223
12089,CUSR0000SAH1,U.S. city average,Shelter,2012-09-01,M09,258.233,2.202494973641289
12090,CUSR0000SAH1,U.S. city average,Shelter,2012-10-01,M10,258.816,2.2244691607684386
12091,CUSR0000SAH1,U.S. city average,Shelter,2012-11-01,M11,259.216,2.2068535874678163
12092,CUSR0000SAH1,U.S. city average,Shelter,2012-12-01,M12,259.644,2.1617155223293327
12093,CUSR0000SAH1,U.S. city average,Shelter,2013-01-01,M01,260.142,2.212076444332678
12094,CUSR0000SAH1,U.S. city average,Shelter,2013-02-01,M02,260.719,2.262395519138982
12095,CUSR0000SAH1,U.S. city average,Shelter,2013-03-01,M03,261.176,2.231929667989707
12096,CUSR0000SAH1,U.S. city average,Shelter,2013-04-01,M04,261.679,2.1960039991251845
12097,CUSR0000SAH1,U.S. city average,Shelter,2013-05-01,M05,262.263,2.266319881770773
12098,CUSR0000SAH1,U.S. city average,Shelter,2013-06-01,M06,262.797,2.330100111754474
12099,CUSR0000SAH1,U.S. city average,Shelter,2013-07-01,M07,263.239,2.3666844252254293
12100,CUSR0000SAH1,U.S. city average,Shelter,2013-08-01,M08,263.86,2.4114389067212194
12101,CUSR0000SAH1,U.S. city average,Shelter,2013-09-01,M09,264.321,2.357560807487813
12102,CUSR0000SAH1,U.S. city average,Shelter,2013-10-01,M10,264.684,2.2672477744807296
12103,CUSR0000SAH1,U.S. city average,Shelter,2013-11-01,M11,265.496,2.422689957410018
12104,CUSR0000SAH1,U.S. city average,Shelter,2013-12-01,M12,266.228,2.535779759979051
12105,CUSR0000SAH1,U.S. city average,Shelter,2014-01-01,M01,266.892,2.5947367207140637
12106,CUSR0000SAH1,U.S. city average,Shelter,2014-02-01,M02,267.481,2.593596937699205
12107,CUSR0000SAH1,U.S. city average,Shelter,2014-03-01,M03,268.287,2.722685085919063
12108,CUSR0000SAH1,U.S. city average,Shelter,2014-04-01,M04,268.923,2.768277164006294
12109,CUSR0000SAH1,U.S. city average,Shelter,2014-05-01,M05,269.715,2.841422541494598
12110,CUSR0000SAH1,U.S. city average,Shelter,2014-06-01,M06,270.149,2.797596624010157
12111,CUSR0000SAH1,U.S. city average,Shelter,2014-07-01,M07,270.891,2.90686410448302
12112,CUSR0000SAH1,U.S. city average,Shelter,2014-08-01,M08,271.493,2.892821951034641
12113,CUSR0000SAH1,U.S. city average,Shelter,2014-09-01,M09,272.118,2.9498223750666686
12114,CUSR0000SAH1,U.S. city average,Shelter,2014-10-01,M10,272.73,3.0398512943736744
12115,CUSR0000SAH1,U.S. city average,Shelter,2014-11-01,M11,273.436,2.9906288606984743
12116,CUSR0000SAH1,U.S. city average,Shelter,2014-12-01,M12,273.997,2.918175398530587
12117,CUSR0000SAH1,U.S. city average,Shelter,2015-01-01,M01,274.762,2.948758299237153
12118,CUSR0000SAH1,U.S. city average,Shelter,2015-02-01,M02,275.47,2.986754199363695
12119,CUSR0000SAH1,U.S. city average,Shelter,2015-03-01,M03,276.258,2.9710720236165056
12120,CUSR0000SAH1,U.S. city average,Shelter,2015-04-01,M04,277.003,3.0045775184718293
12121,CUSR0000SAH1,U.S. city average,Shelter,2015-05-01,M05,277.524,2.8952783493687795
12122,CUSR0000SAH1,U.S. city average,Shelter,2015-06-01,M06,278.284,3.0113011708353454
12123,CUSR0000SAH1,U.S. city average,Shelter,2015-07-01,M07,279.329,3.1149059954003633
12124,CUSR0000SAH1,U.S. city average,Shelter,2015-08-01,M08,279.921,3.1043157650473496
12125,CUSR0000SAH1,U.S. city average,Shelter,2015-09-01,M09,280.737,3.1673759178003857
12126,CUSR0000SAH1,U.S. city average,Shelter,2015-10-01,M10,281.429,3.189601437318945
12127,CUSR0000SAH1,U.S. city average,Shelter,2015-11-01,M11,282.129,3.179171725742047
12128,CUSR0000SAH1,U.S. city average,Shelter,2015-12-01,M12,282.779,3.2051445818749746
12129,CUSR0000SAH1,U.S. city average,Shelter,2016-01-01,M01,283.714,3.2580924582001902
12130,CUSR0000SAH1,U.S. city average,Shelter,2016-02-01,M02,284.502,3.2787599375612597
12131,CUSR0000SAH1,U.S. city average,Shelter,2016-03-01,M03,285.122,3.208594864221137
12132,CUSR0000SAH1,U.S. city average,Shelter,2016-04-01,M04,285.853,3.194911246448595
12133,CUSR0000SAH1,U.S. city average,Shelter,2016-05-01,M05,286.855,3.3622317349130126
12134,CUSR0000SAH1,U.S. city average,Shelter,2016-06-01,M06,287.819,3.426355809173365
12135,CUSR0000SAH1,U.S. city average,Shelter,2016-07-01,M07,288.524,3.291817176161449
12136,CUSR0000SAH1,U.S. city average,Shelter,2016-08-01,M08,289.367,3.3745235262806483
12137,CUSR0000SAH1,U.S. city average,Shelter,2016-09-01,M09,290.369,3.430969198929956
12138,CUSR0000SAH1,U.S. city average,Shelter,2016-10-01,M10,291.378,3.535172281463539
12139,CUSR0000SAH1,U.S. city average,Shelter,2016-11-01,M11,292.227,3.5792137639165
12140,CUSR0000SAH1,U.S. city average,Shelter,2016-12-01,M12,293.066,3.637823176402777
12141,CUSR0000SAH1,U.S. city average,Shelter,2017-01-01,M01,293.776,3.5465292512882662
12142,CUSR0000SAH1,U.S. city average,Shelter,2017-02-01,M02,294.499,3.5138593050312528
12143,CUSR0000SAH1,U.S. city average,Shelter,2017-03-01,M03,294.973,3.4550122403743
12144,CUSR0000SAH1,U.S. city average,Shelter,2017-04-01,M04,295.708,3.4475762017540657
12145,CUSR0000SAH1,U.S. city average,Shelter,2017-05-01,M05,296.416,3.33304282651512
12146,CUSR0000SAH1,U.S. city average,Shelter,2017-06-01,M06,297.212,3.263509358311989
12147,CUSR0000SAH1,U.S. city average,Shelter,2017-07-01,M07,297.687,3.175818995993396
12148,CUSR0000SAH1,U.S. city average,Shelter,2017-08-01,M08,298.919,3.30099838613247
12149,CUSR0000SAH1,U.S. city average,Shelter,2017-09-01,M09,299.757,3.2331275032803086
12150,CUSR0000SAH1,U.S. city average,Shelter,2017-10-01,M10,300.843,3.2483578032658667
12151,CUSR0000SAH1,U.S. city average,Shelter,2017-11-01,M11,301.475,3.1646630872575354
12152,CUSR0000SAH1,U.S. city average,Shelter,2017-12-01,M12,302.43,3.1951847024219937
12153,CUSR0000SAH1,U.S. city average,Shelter,2018-01-01,M01,303.173,3.1986956048145387
12154,CUSR0000SAH1,U.S. city average,Shelter,2018-02-01,M02,303.705,3.1259868454561746
12155,CUSR0000SAH1,U.S. city average,Shelter,2018-03-01,M03,304.763,3.3189478359036073
12156,CUSR0000SAH1,U.S. city average,Shelter,2018-04-01,M04,305.696,3.3776563366564316
12157,CUSR0000SAH1,U.S. city average,Shelter,2018-05-01,M05,306.76,3.489690165173265
12158,CUSR0000SAH1,U.S. city average,Shelter,2018-06-01,M06,307.241,3.3743590433764403
12159,CUSR0000SAH1,U.S. city average,Shelter,2018-07-01,M07,308.076,3.4899071843916607
12160,CUSR0000SAH1,U.S. city average,Shelter,2018-08-01,M08,309.01,3.3758309107149387
12161,CUSR0000SAH1,U.S. city average,Shelter,2018-09-01,M09,309.579,3.276654089812747
12162,CUSR0000SAH1,U.S. city average,Shelter,2018-10-01,M10,310.427,3.1857148080560282
12163,CUSR0000SAH1,U.S. city average,Shelter,2018-11-01,M11,311.309,3.26196202006801
12164,CUSR0000SAH1,U.S. city average,Shelter,2018-12-01,M12,312.185,3.225539794332577
12165,CUSR0000SAH1,U.S. city average,Shelter,2019-01-01,M01,312.939,3.221263107202832
12166,CUSR0000SAH1,U.S. city average,Shelter,2019-02-01,M02,313.923,3.3644490541808736
12167,CUSR0000SAH1,U.S. city average,Shelter,2019-03-01,M03,315.038,3.3714722587715906
12168,CUSR0000SAH1,U.S. city average,Shelter,2019-04-01,M04,316.241,3.449505390976637
12169,CUSR0000SAH1,U.S. city average,Shelter,2019-05-01,M05,317.031,3.3482201069239936
12170,CUSR0000SAH1,U.S. city average,Shelter,2019-06-01,M06,318.028,3.5109246487285306
12171,CUSR0000SAH1,U.S. city average,Shelter,2019-07-01,M07,318.789,3.4773886962957024
12172,CUSR0000SAH1,U.S. city average,Shelter,2019-08-01,M08,319.37,3.352642309310383
12173,CUSR0000SAH1,U.S. city average,Shelter,2019-09-01,M09,320.421,3.502175535162255
12174,CUSR0000SAH1,U.S. city average,Shelter,2019-10-01,M10,320.843,3.3553782370734586
12175,CUSR0000SAH1,U.S. city average,Shelter,2019-11-01,M11,321.66,3.32499221031195
12176,CUSR0000SAH1,U.S. city average,Shelter,2019-12-01,M12,322.29,3.236862757659731
12177,CUSR0000SAH1,U.S. city average,Shelter,2020-01-01,M01,323.322,3.317899015463066
12178,CUSR0000SAH1,U.S. city average,Shelter,2020-02-01,M02,324.294,3.303676379239495
12179,CUSR0000SAH1,U.S. city average,Shelter,2020-03-01,M03,324.5,3.0034472031945425
12180,CUSR0000SAH1,U.S. city average,Shelter,2020-04-01,M04,324.515,2.6163590426288907
12181,CUSR0000SAH1,U.S. city average,Shelter,2020-05-01,M05,325.156,2.562840857834092
12182,CUSR0000SAH1,U.S. city average,Shelter,2020-06-01,M06,325.605,2.38249462311495
12183,CUSR0000SAH1,U.S. city average,Shelter,2020-07-01,M07,326.264,2.3448111446756403
12184,CUSR0000SAH1,U.S. city average,Shelter,2020-08-01,M08,326.696,2.2938910980993876
12185,CUSR0000SAH1,U.S. city average,Shelter,2020-09-01,M09,326.969,2.0435614394811896
12186,CUSR0000SAH1,U.S. city average,Shelter,2020-10-01,M10,327.36,2.0312115271332143
12187,CUSR0000SAH1,U.S. city average,Shelter,2020-11-01,M11,327.805,1.9104022881303084
12188,CUSR0000SAH1,U.S. city average,Shelter,2020-12-01,M12,328.21,1.836855006360727
12189,CUSR0000SAH1,U.S. city average,Shelter,2021-01-01,M01,328.483,1.5962415177439127
12190,CUSR0000SAH1,U.S. city average,Shelter,2021-02-01,M02,329.028,1.4597864900368407
12191,CUSR0000SAH1,U.S. city average,Shelter,2021-03-01,M03,330.019,1.700770416024655
12374,CUSR0000SAH2,U.S. city average,Fuels and utilities,2012-03-01,M03,218.336,-0.10705952326485191
12375,CUSR0000SAH2,U.S. city average,Fuels and utilities,2012-04-01,M04,218.501,-0.7057358648331791
12376,CUSR0000SAH2,U.S. city average,Fuels and utilities,2012-05-01,M05,217.487,-1.6923487214721256
